parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
us-patent-phrase-to-phrase-matching__3afcbc1086f94c239c582f26569ace34,us-patent-phrase-to-phrase-matching,cards_senior_0810.jsonl:5,4,-1,,-1,,1,-1,1
us-patent-phrase-to-phrase-matching__3b14d8fbbb754f7da010f038bcf79de3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__3ba5363eddbf4c48b4403c74d7295ff1,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__3bc2d930860445688f6bfbbb1aa2158e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__3c7fe12d87fd42debf328199c1c16610,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,1
us-patent-phrase-to-phrase-matching__3c9cb473d4ab4141995170d5cf62d71b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,1,1
us-patent-phrase-to-phrase-matching__3d2becd76de94d579c07652de3895b92,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,1,,,1,1
us-patent-phrase-to-phrase-matching__3ddb513ab5de406695c76b97ed183f97,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__40ef6d260eb74c468645eccc639048f4,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,1,-1
us-patent-phrase-to-phrase-matching__40fcd472f13f41a8bc1f3378385cfc61,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:6,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__4130db99abcc40ed8681da3cda0eb7cd,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,1,-1,1
us-patent-phrase-to-phrase-matching__41657608b6d848b0a55aefef4ff539b9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__41e820b3c488485ea3f5568773094121,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__43691563da2345e1abf3fd81d2b4cc56,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,-1
us-patent-phrase-to-phrase-matching__446fbf59509d4b079ac497754f3ed3bd,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,,,-1,-1
us-patent-phrase-to-phrase-matching__44c06408673f46c9b1a19bb5d2c6caa9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,,,-1,-1
us-patent-phrase-to-phrase-matching__45c961932c354545b5aa1cf181feea28,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,,1,1,1
us-patent-phrase-to-phrase-matching__4623e9067f454cad92ec111745916fd2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,-1,1,1
us-patent-phrase-to-phrase-matching__46a794b997734b96ad413c15811862b7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__476e5d35c56a47e9a9136abc7cad582d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,-1,-1,1
us-patent-phrase-to-phrase-matching__47cda1647e314e03af956bf8ab65b5be,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,1,,,1,-1
us-patent-phrase-to-phrase-matching__482e8df00c0b438996b07e7db469b851,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__4a25873047184fc0ba61b2ff7686ac80,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__4b2d629eb65d4909941aedaa87018600,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,-1
us-patent-phrase-to-phrase-matching__4dcdd858da494962865ee0250fcc1566,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,-1,,,1,-1
us-patent-phrase-to-phrase-matching__4ebc855046f7474397b87029b2ebb7e0,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,-1,,1,1
us-patent-phrase-to-phrase-matching__4f0a281d906f4d5a87f6547cc19a9105,us-patent-phrase-to-phrase-matching,cards_senior_0807.jsonl:5,4,,,1,1,,1,1
us-patent-phrase-to-phrase-matching__5075ae0594684fb1a6e1af2a513c03f6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,1,-1,-1
us-patent-phrase-to-phrase-matching__509288495b8e48ceb0626ee72fcc7a81,us-patent-phrase-to-phrase-matching,cards_senior_0807.jsonl:5,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__5213ab0648c54e1da75543a90e840afd,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:7,0,,-1,,,,-1,1
us-patent-phrase-to-phrase-matching__52934cba71f247cfb93556a67c77e1fa,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__52d075a7a3bc41b0ab86d4ea0fa3d8d4,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__53007a3f80a448e98b2003d2016b6a11,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__532a14da9a754b67a3e5b7cc61844421,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,1,1,1,-1
us-patent-phrase-to-phrase-matching__536b7a74915d4e0697180b294f5b1d8e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__5383ac2d1ef342b797d885161bb935e7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,,,-1,1
us-patent-phrase-to-phrase-matching__53f7a22e3e0a4da5bf3b8ff1224b2351,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__544eec98bc8d45369b12a157cf2ad8fe,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__55a996cb025e42858bda197fa00b5a99,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__56307927a3a54a41b88726c9d446d830,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__566b483c73aa4370b9b2e9c7677271cb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,1
us-patent-phrase-to-phrase-matching__569569a340374ffca9b39768957a1a17,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,-1,,,-1,-1
us-patent-phrase-to-phrase-matching__576769198e684e8f8a27930ff04c35fc,us-patent-phrase-to-phrase-matching,cards_senior_0807.jsonl:4,2,-1,-1,-1,,1,-1,-1
us-patent-phrase-to-phrase-matching__5798170b304f4ab2aa0e575c60f499f3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,-1,-1,-1,-1
us-patent-phrase-to-phrase-matching__58a6098207f248bfa570d710a556fc6e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__58b0da93a1a1440289c2c9bf1458dd23,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__59f7d8f876aa47a79efa282d525cfbde,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__5bb30137c6074d87a6e27ee52e70ffd9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__5c51034eda3a4dfa99d2847a5c4f377d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__5ca29b4d7cd0420da1e61ad897b2a654,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__5d2ff18ca62640c291ddb16ec68ccfc5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__5ea3e2e8308942bc93587e43073538bc,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,,,-1,-1,-1
us-patent-phrase-to-phrase-matching__5f58d54b40814fe7ad376c0b887bc69f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,-1,-1,1,1
us-patent-phrase-to-phrase-matching__5f612224470147bc9a44d5be0c6009a0,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,1,1
us-patent-phrase-to-phrase-matching__60af59bbedd24432becb1328aeaa7ff3,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:6,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__60ed69c34cf44a1ebbb9cf7fc29735af,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:6,3,,,,1,,1,1
us-patent-phrase-to-phrase-matching__60f2edee42874c08a9c0989650ac976b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__61671d6b1c8948bc96f788ab0ace625c,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__6451b0652c5643f6bc199cc7a6868eb7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,,1,1,-1
us-patent-phrase-to-phrase-matching__6494cf505c5c4bc991a67181fbb7e98b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__6520d679a9b3492d8b42864ce903f1a5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__65af19ff14334d0a997edab9687f9643,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,,,-1,-1,1
us-patent-phrase-to-phrase-matching__65c22c3139b9418b96f00ed988a3121b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__65fd6bedbf2a4aceaa8c2ea3dac68cc2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,,-1,1,-1
us-patent-phrase-to-phrase-matching__6661b4da555148869e03e0606f343dee,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,-1,-1,,-1,-1,1
us-patent-phrase-to-phrase-matching__680d4efac0734c93b1af9c89278017c8,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__68a6904d1fe84819b492217757e5ce91,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__697c0c4065db40ed89de48a27b2ed6fa,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__699ba904333143388f73f9df48d7d548,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__69b46cb029cf4260ab160610942cf849,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,,1,-1,-1
us-patent-phrase-to-phrase-matching__6a325627f80242caa13ef80f58da9afa,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__6ae8bcd45428498a81533472faab6fda,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__6af06f7402474770902e1a7e86b29c99,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__6b331df432ad4d0d8c3ec4c113ac143e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__6c5af818efe3419c9da41584a83688a6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__6cee37460545457a832478e1d5bb241c,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,1,,-1,-1
us-patent-phrase-to-phrase-matching__6cf17d1613954116afa0e2f47c940f15,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__6d35c59f722d42a5889d2f1f048cfa5b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,1
us-patent-phrase-to-phrase-matching__6df1182eba4f4245883650e4fd287077,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,1,-1
us-patent-phrase-to-phrase-matching__6dfbeb4ace064211ae0d7eebc25eae0b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__6e696820aebe4672ad3c304a50a292ba,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__70b44c93d1a547b691ad3311b7faf494,us-patent-phrase-to-phrase-matching,cards_senior_0810.jsonl:5,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__70f0027ea1fb4d3eb0430610847e4707,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__71b271dd5d4c4c07b5e653b7ade19a27,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:6,4,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__724b765fe8f349da9df387f7d870c85d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__755e2d60761a4d85b0be3092d7f5af80,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__765f9320948940e892b2ef38d5763c2e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,,-1,1,1
us-patent-phrase-to-phrase-matching__769f67eef30a43c1a5aa4154b11f7c41,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__79b4c0cfc6b74eb3818529636171fba8,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__7a7b332c67bf48898aa307989a6aa0b3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__7accfb0405294565a0d35a668e4619ef,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__7b5837e41d1b45a1a4ea211665fcf52d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,-1,,,-1,1,-1
us-patent-phrase-to-phrase-matching__7c65c8dc6f3c4a6e9c30813353d414dc,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__7e2cca8d08fe411cb774235455f62745,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,-1,1
us-patent-phrase-to-phrase-matching__7eca57483a8544e6a38db79c700c22c9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,1
us-patent-phrase-to-phrase-matching__7ed2743293494142a39baf7b5a268d42,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__7ef8ec21352b4a4aac837c958554bb15,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,-1,,1,-1
us-patent-phrase-to-phrase-matching__7f26fba00e2644dfb815e23e1e07cfd6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__8056aacb01df4b3eb6ccc2bb2e049b2f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__81dcf37c2cad4d639abb7ea5fa7f2340,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__82efb397e63542a2bd82eb7b557af56a,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__83d5ef0a215c408dadc53a4ea31f0a2c,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__84079c462f634e26bc5da2f922d358f5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,1,1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__8430ff031fb442ae9bb1b2857e3e9ec9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__84f812d9bcd54482b5b2814b2dccbd47,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__85259ad83e8146fc9fcb4c2b3c544f6e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__86b1002434644f278eb32d09ae0729b4,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__86bfa04e41a748b5b3942c227cb3d855,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__887902e1a25843d5a45e72cc4ea0a779,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,1,1,1,-1,-1,-1
us-patent-phrase-to-phrase-matching__89a4f9c584904edf8b8f326f069e9672,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__8aa91dea97784465bc23046b3c04f4dd,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,-1,-1,,1,1
us-patent-phrase-to-phrase-matching__8b37f03854734e8690a773b2d68481a4,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,-1,-1,1,-1
us-patent-phrase-to-phrase-matching__8bb2167083c8486daec115d5028c7c4d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,-1
us-patent-phrase-to-phrase-matching__8bf3c89947ce479d80668e3c94256cb9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,1,-1,1,-1
us-patent-phrase-to-phrase-matching__8d6f47afa0dd4d8eacadc66431293ed6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__8e0e27852f1e4cc4b30937bf1c964777,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,1
us-patent-phrase-to-phrase-matching__8eb2a62bee434b33b92c4516b27bf0e2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,1,,,1,-1,1
us-patent-phrase-to-phrase-matching__8f50dc8eb86347ef97414e84f68baa20,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__901eabcdb5284f6a98d5136c6e2e9377,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__905db826912b48cfa0856f3f760509e8,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,-1,,,1,1
us-patent-phrase-to-phrase-matching__91cc73a97039416c8b43af9250195f36,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,1,-1,1
us-patent-phrase-to-phrase-matching__91cf9b376bf84f26af5aa4d886f6dfe9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__91d75d5ab1d446e4922981731b2dfd2b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__9259f139bd194ecfbab1f3d31a8f49c1,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,1,1
us-patent-phrase-to-phrase-matching__92a213015afe441da1e88f5ac62abbdb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__944c042da6a345f7b8bd47a40942b948,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,,1,-1,-1
us-patent-phrase-to-phrase-matching__951966818b9849aca7b2b1316ce5ab80,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__95519b5fe5cb47f7bea84bcb3feb8baa,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,,,1,1
us-patent-phrase-to-phrase-matching__95afa29919f64d34ba3500f7c908a45f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__96f2c27033ee400eb8e1704b319ea1fe,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,,-1,-1,1
us-patent-phrase-to-phrase-matching__976fa31d3913425d9e043d81bc0440fb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__981ea43ea8ee454dbf635cfb06180f6e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__98870ce0d5ca417497eb0955bfbe50ee,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__98ca8beb3e514a80a3a2bb11614b16f6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__999eedbd764c4323ba8d09b36b3b636c,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:6,4,,1,,,,1,1
us-patent-phrase-to-phrase-matching__99d01ee9183d444c9f60a5c72b85909a,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,1,1,-1
us-patent-phrase-to-phrase-matching__9c98dc921e20424eb45804325c004311,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,-1,,-1,-1,1
us-patent-phrase-to-phrase-matching__9cc31f16fff8432a8a361be622b2b92d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,1,,,-1,-1
us-patent-phrase-to-phrase-matching__9db08ef3d30448318e3953d231919537,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__9e46af44616e40c2bb18acbd19e48d8e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,1,,1,-1
us-patent-phrase-to-phrase-matching__9e82d0c2249d436ca644fa44acb88529,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__9eae5985633b42478639117d9bbe30e1,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__9f5520154f584e3d97f1688eba1b5c5e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__9fc55cf36a83475b8c83b2f229104127,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__a09d2f7b74fd40e9b5875fee5ce1ca4e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,,-1,1,1
us-patent-phrase-to-phrase-matching__a0f545e534a34d858f6da0ba4171b161,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__a191351cb40546dc9b898985708451cb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__a331f79cbefb4d448e85d0464d63c73c,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__a56fad7460f84c288fde28c060dbc79b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__a6a68d13429b425bae111d397f06ea52,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__a775e92ae7a647818397daf9b0798c25,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,1,,-1,-1
us-patent-phrase-to-phrase-matching__a8051602e0e64476b987d015d0854a19,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,,1,-1,-1,-1
us-patent-phrase-to-phrase-matching__a87e9d0bcc0c4e69a7541c1ed4b5d878,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__a8adbdef052548dfbaa388c81c3a1c65,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__aa56929d8f574577904de0bf5644693f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__aa97515c5b4d47ee8fe998e0098a56d0,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__aaf0959a86004fd09d14705579bc89a7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__ab1d903e8a4145f4926a9f0121546862,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
